Member_number,Date,itemDescription
2208,7/30/2015,frankfurter
3672,5/28/2015,sausage
3651,1/24/2015,meat
3957,5/15/2015,domestic eggs
2986,11/1/2015,waffles
4433,5/25/2015,yogurt
3822,5/27/2015,ice cream
4588,4/30/2015,whole milk
2622,7/17/2015,sausage
2117,2/5/2015,long life bakery product
1780,12/7/2015,sausage
3819,12/4/2015,white wine
1884,11/12/2015,frankfurter
2595,1/23/2015,pastry
3046,3/31/2015,chewing gum
3228,1/26/2015,organic sausage
2251,6/23/2015,chicken
2368,11/11/2015,coffee
2573,3/1/2015,specialty bar
4701,4/30/2015,popcorn
4384,5/25/2015,whole milk
1998,5/18/2015,frankfurter
4583,2/23/2015,pork
2043,4/21/2015,tropical fruit
2201,5/22/2015,curd
3522,9/23/2015,other vegetables
3922,8/28/2015,sausage
2636,11/9/2015,yogurt
1092,7/27/2015,sausage
2711,9/13/2015,citrus fruit
3899,4/22/2015,whole milk
4372,7/30/2015,other vegetables
4576,5/8/2015,frankfurter
4953,10/10/2015,meat
4692,10/27/2015,cat food
1170,12/11/2015,dog food
2625,8/4/2015,pork
2394,8/30/2015,dessert
4277,2/18/2015,whole milk
3170,1/17/2015,chicken
2229,10/25/2015,flower soil/fertilizer
2944,1/2/2015,yogurt
2582,6/3/2015,chicken
1373,10/5/2015,butter milk
1366,10/25/2015,coffee
3469,10/5/2015,frozen meals
4012,5/16/2015,salty snack
2031,2/26/2015,sausage
2459,9/16/2015,white bread
4377,2/23/2015,pip fruit
1534,8/13/2015,tropical fruit
2051,7/23/2015,prosecco
3430,1/26/2015,packaged fruit/vegetables
1567,3/13/2015,citrus fruit
2972,5/21/2015,whole milk
1287,8/28/2015,butter
4776,8/8/2015,pork
2271,4/8/2015,other vegetables
4657,8/15/2015,other vegetables
2344,4/14/2015,meat
1482,6/7/2015,whole milk
1278,9/12/2015,canned beer
4831,11/13/2015,tropical fruit
1819,11/11/2015,tropical fruit
2687,7/31/2015,sweet spreads
4468,3/24/2015,brandy
4760,2/4/2015,tropical fruit
2310,3/24/2015,sausage
3924,7/2/2015,canned beer
3517,11/12/2015,coffee
3164,9/30/2015,pork
3245,5/17/2015,dish cleaner
2629,6/12/2015,canned beer
1347,9/15/2015,rolls/buns
1216,8/25/2015,pastry
4636,10/4/2015,misc. beverages
1197,11/22/2015,misc. beverages
4102,9/23/2015,frozen dessert
1013,2/10/2015,meat
1928,8/15/2015,citrus fruit
2064,8/21/2015,rolls/buns
3416,11/15/2015,canned vegetables
1536,5/1/2015,canned beer
1953,9/3/2015,whole milk
1327,4/7/2015,chicken
3415,5/27/2015,whole milk
2517,3/22/2015,tropical fruit
4334,12/10/2015,citrus fruit
4515,6/15/2015,canned beer
1527,4/20/2015,rolls/buns
1726,2/11/2015,pip fruit
4734,10/2/2015,pork
2356,6/15/2015,canned beer
2244,3/29/2015,citrus fruit
4281,3/4/2015,margarine
2977,4/14/2015,chicken
2119,9/24/2015,meat
3208,6/24/2015,root vegetables
2663,5/18/2015,ham
3344,1/4/2015,newspapers
3592,12/14/2015,whipped/sour cream
2106,11/24/2015,cream cheese 
3356,5/23/2015,citrus fruit
3227,11/30/2015,pip fruit
1505,7/27/2015,beef
1035,4/24/2015,yogurt
4312,12/14/2015,sausage
1253,6/20/2015,processed cheese
2260,10/30/2015,domestic eggs
3710,8/22/2015,sausage
1846,11/29/2015,bottled water
3520,9/11/2015,newspapers
2816,6/19/2015,canned beer
1051,10/11/2015,tropical fruit
1754,8/7/2015,curd
3593,8/31/2015,pip fruit
1421,7/8/2015,beverages
3104,4/6/2015,soda
1283,5/30/2015,newspapers
1130,9/18/2015,frankfurter
2816,1/10/2015,tropical fruit
4594,6/23/2015,pork
4192,12/16/2015,chicken
3208,11/20/2015,chicken
1949,11/4/2015,rolls/buns
4268,4/25/2015,semi-finished bread
2672,1/17/2015,sausage
2372,3/9/2015,sausage
4482,7/8/2015,shopping bags
1048,6/10/2015,condensed milk
4831,2/19/2015,yogurt
3441,12/4/2015,frankfurter
3380,11/11/2015,turkey
1654,9/11/2015,beef
2408,6/21/2015,rolls/buns
4699,1/8/2015,whole milk
2670,4/29/2015,berries
4292,8/18/2015,citrus fruit
4303,2/22/2015,meat
2011,3/22/2015,pip fruit
3657,9/29/2015,grapes
1435,1/14/2015,canned beer
4445,5/20/2015,sausage
4030,8/15/2015,seasonal products
1204,11/4/2015,chicken
1235,1/1/2015,sausage
3984,3/2/2015,liver loaf
3637,11/25/2015,root vegetables
1931,2/7/2015,sliced cheese
4486,10/23/2015,pork
4529,3/1/2015,tropical fruit
1827,7/5/2015,spread cheese
3054,5/27/2015,spread cheese
2524,10/21/2015,sausage
1855,9/11/2015,hamburger meat
3242,2/23/2015,frankfurter
4431,8/21/2015,whole milk
4555,7/23/2015,pip fruit
4299,8/2/2015,whole milk
2905,10/22/2015,beef
3323,9/12/2015,sausage
2796,10/17/2015,pork
2129,4/3/2015,sausage
1501,8/17/2015,napkins
2814,7/17/2015,hamburger meat
1105,5/22/2015,yogurt
3798,4/9/2015,meat
3025,4/21/2015,sausage
4592,7/13/2015,pastry
4463,3/11/2015,liver loaf
2916,6/13/2015,other vegetables
1838,3/25/2015,pork
1126,5/17/2015,pork
2800,2/10/2015,beverages
4485,7/25/2015,beef
3262,8/7/2015,pip fruit
4030,12/22/2015,berries
3370,3/2/2015,frozen meals
3489,1/9/2015,tropical fruit
2386,3/1/2015,newspapers
3774,2/16/2015,chicken
3818,5/13/2015,whole milk
3434,10/6/2015,butter
3438,12/27/2015,pip fruit
1140,1/5/2015,frankfurter
1051,12/10/2015,other vegetables
3071,3/26/2015,beef
3872,3/28/2015,turkey
4215,6/30/2015,processed cheese
3806,3/15/2015,tropical fruit
1869,5/16/2015,sausage
1668,5/5/2015,rolls/buns
1163,12/14/2015,beef
1664,1/10/2014,rolls/buns
3942,12/16/2014,hamburger meat
2638,10/10/2014,turkey
4735,10/10/2014,specialty chocolate
3745,9/12/2014,frankfurter
1817,11/15/2014,beef
2864,10/16/2014,berries
1748,8/14/2014,kitchen utensil
3360,8/30/2014,soda
1849,6/10/2014,whole milk
3438,11/6/2014,chicken
4594,5/28/2014,whole milk
1632,2/16/2014,brown bread
4297,8/29/2014,frankfurter
4539,4/14/2014,frankfurter
4762,6/25/2014,pip fruit
4153,2/14/2014,sausage
1500,6/20/2014,hygiene articles
1895,7/22/2014,frankfurter
1466,3/2/2014,citrus fruit
2233,4/24/2014,tropical fruit
3057,1/28/2014,chicken
3308,8/21/2014,bottled water
3241,8/1/2014,ham
1947,2/27/2014,canned beer
2589,4/10/2014,grapes
3127,2/25/2014,hamburger meat
2138,5/13/2014,curd
2495,1/31/2014,rolls/buns
3590,3/29/2014,waffles
4037,5/5/2014,beef
4968,4/3/2014,beef
1612,8/10/2014,butter
4741,10/12/2014,sausage
2899,8/1/2014,frankfurter
4206,9/18/2014,chocolate
3705,8/17/2014,UHT-milk
2832,7/29/2014,sausage
4054,5/10/2014,cream cheese 
1595,7/17/2014,bottled beer
4821,2/9/2014,rolls/buns
1336,1/23/2014,rolls/buns
2446,1/19/2014,finished products
1033,4/21/2014,sausage
1447,5/6/2014,tropical fruit
1185,8/14/2014,beef
1410,6/1/2014,sausage
4588,7/28/2014,ham
2732,1/31/2014,grapes
1473,10/10/2014,whole milk
2029,10/21/2014,beef
2799,7/31/2014,canned fish
4579,1/19/2014,whole milk
1041,6/13/2014,chicken
1877,9/30/2014,rolls/buns
4191,3/14/2014,liver loaf
3649,7/11/2014,frankfurter
2706,2/24/2014,citrus fruit
3821,2/26/2014,turkey
3917,2/14/2014,sausage
4464,7/27/2014,beverages
1935,6/30/2014,mayonnaise
1783,7/22/2014,rolls/buns
3817,8/23/2014,chicken
4162,4/15/2014,canned beer
1653,7/18/2014,chicken
1686,12/4/2014,whole milk
2549,5/9/2014,ham
1380,4/22/2014,rolls/buns
3315,12/27/2014,whole milk
4931,2/23/2014,soda
4849,4/14/2014,shopping bags
2984,7/7/2014,whole milk
1262,12/7/2014,organic sausage
2561,11/27/2014,citrus fruit
2755,2/1/2014,beef
1747,7/1/2014,frankfurter
1913,8/31/2014,pork
3090,3/10/2014,yogurt
4369,10/27/2014,butter
4872,10/20/2014,yogurt
3918,4/5/2014,salty snack
1758,9/21/2014,rolls/buns
2328,1/22/2014,bottled beer
3570,5/6/2014,beef
4753,11/10/2014,meat
1815,4/12/2014,semi-finished bread
4372,11/9/2014,whole milk
1287,8/7/2014,chicken
4938,5/1/2014,meat
4164,8/9/2014,pastry
4410,5/24/2014,rolls/buns
2609,4/6/2014,beverages
2293,3/31/2014,other vegetables
4049,6/7/2014,frankfurter
2240,2/10/2014,pastry
3197,1/3/2014,sausage
1223,5/9/2014,citrus fruit
2186,12/4/2014,tropical fruit
4137,12/15/2014,salty snack
3284,3/25/2014,whole milk
3190,4/13/2014,pastry
3059,6/15/2014,salty snack
2441,8/28/2014,canned beer
3645,8/22/2014,chicken
2246,1/21/2014,bottled beer
4431,12/6/2014,whole milk
3047,8/16/2014,pip fruit
1866,8/29/2014,chocolate
3138,10/13/2014,citrus fruit
2078,5/14/2014,soda
3142,6/5/2014,soda
4262,3/6/2014,frozen meals
4872,2/13/2014,newspapers
1985,5/18/2014,sausage
2458,11/20/2014,frozen meals
2540,1/29/2014,finished products
3194,7/26/2014,tropical fruit
3071,4/18/2014,whole milk
4181,7/9/2014,ice cream
2033,11/29/2014,processed cheese
3306,11/12/2014,soda
1658,9/8/2014,newspapers
3884,12/10/2014,beef
1215,7/30/2014,grapes
2477,9/30/2014,pip fruit
3971,4/2/2014,chocolate marshmallow
3644,2/20/2014,bottled beer
1550,5/5/2014,pork
1625,2/9/2014,meat
2472,1/2/2014,other vegetables
2337,3/4/2014,tropical fruit
4690,2/3/2014,chicken
1748,8/26/2014,bottled beer
4296,12/15/2014,sausage
3529,8/26/2014,yogurt
3804,4/28/2014,frankfurter
4107,5/10/2014,frankfurter
3727,7/28/2014,citrus fruit
1492,12/20/2014,frankfurter
4952,4/9/2014,whipped/sour cream
4641,11/5/2014,bottled water
4716,5/18/2014,grapes
3857,7/11/2014,frankfurter
4599,3/21/2014,frankfurter
2906,6/25/2014,frankfurter
3552,1/27/2014,candy
4572,10/30/2014,other vegetables
4345,3/19/2014,beef
1908,9/20/2014,bottled beer
4744,1/31/2014,frankfurter
2064,3/18/2014,pork
1726,5/4/2014,root vegetables
2383,5/25/2014,beef
4245,7/15/2014,misc. beverages
1013,2/20/2014,whole milk
2676,10/1/2014,other vegetables
4155,3/9/2014,beef
1365,8/23/2014,sausage
4917,5/30/2014,frankfurter
4686,6/27/2014,whole milk
4842,5/23/2014,sausage
3673,11/8/2014,other vegetables
4214,3/10/2014,sausage
3952,7/27/2014,other vegetables
3972,3/4/2014,frankfurter
3790,7/31/2014,frankfurter
3042,4/4/2014,curd
2567,7/22/2014,grapes
3830,7/28/2014,canned beer
2515,1/27/2014,hamburger meat
2545,1/14/2014,citrus fruit
1006,9/4/2014,whole milk
2590,3/9/2014,frozen dessert
1757,3/30/2014,yogurt
2352,3/27/2014,tropical fruit
1136,9/28/2014,tropical fruit
3123,8/7/2014,fruit/vegetable juice
3224,6/8/2014,hamburger meat
4642,12/17/2014,newspapers
2380,5/4/2014,specialty chocolate
4029,10/27/2014,soda
1103,12/7/2014,ice cream
4655,11/14/2014,beef
1773,10/28/2014,sausage
4645,10/11/2014,yogurt
1468,2/10/2014,whole milk
4383,2/12/2014,ice cream
3279,7/3/2014,frankfurter
3025,1/19/2014,hamburger meat
2969,4/13/2014,frankfurter
1767,2/6/2014,frankfurter
2830,9/21/2014,sausage
3556,2/4/2014,pork
1104,9/5/2014,yogurt
1740,11/21/2014,ham
1844,9/18/2014,other vegetables
2544,9/6/2014,sausage
3655,10/5/2014,beef
4947,1/28/2014,dishes
4002,8/24/2014,pork
4951,8/15/2014,beef
3309,6/6/2014,whole milk
2289,3/7/2014,chicken
2120,6/7/2014,yogurt
4679,6/13/2014,salty snack
3220,3/15/2014,pip fruit
2146,5/30/2014,sausage
1851,12/2/2014,curd
1889,3/8/2014,beef
2789,2/11/2014,salty snack
2611,12/29/2014,frankfurter
1309,12/23/2014,dessert
2259,6/16/2014,frankfurter
2540,12/16/2014,whole milk
3539,1/13/2014,photo/film
4149,12/5/2014,pip fruit
3847,8/6/2014,sausage
4285,4/13/2014,root vegetables
1445,4/13/2014,frankfurter
2701,3/5/2014,ham
1602,5/29/2014,pip fruit
1590,1/6/2014,citrus fruit
3704,2/8/2014,soda
4035,7/14/2014,sugar
4861,3/23/2014,hamburger meat
3757,8/7/2014,whole milk
4743,7/7/2014,nuts/prunes
4527,3/16/2014,frankfurter
2756,5/14/2014,red/blush wine
1432,2/18/2014,berries
3089,8/20/2014,sausage
4614,12/25/2014,salty snack
4255,2/1/2014,frankfurter
3426,2/5/2014,pork
3343,3/8/2014,misc. beverages
3550,12/18/2014,ice cream
4785,8/14/2014,chocolate
3137,11/9/2014,whole milk
4645,12/13/2014,other vegetables
1369,5/5/2014,spread cheese
3684,6/2/2014,whole milk
4423,2/25/2014,pip fruit
3561,5/26/2014,frankfurter
2625,12/14/2014,pork
1218,8/5/2014,citrus fruit
2120,7/7/2014,bottled beer
2332,5/14/2014,citrus fruit
2269,5/1/2014,hamburger meat
2607,11/20/2014,whipped/sour cream
4866,9/16/2014,sausage
2723,10/27/2014,citrus fruit
3660,5/19/2014,rolls/buns
2407,8/1/2014,sliced cheese
3670,4/8/2014,butter milk
3743,3/7/2014,sausage
3598,3/13/2014,other vegetables
3882,7/18/2014,beef
1175,2/1/2014,hamburger meat
2913,12/14/2014,chicken
1087,2/26/2014,sausage
2075,6/5/2014,sausage
3034,12/26/2014,bottled water
4820,10/28/2014,pastry
1651,8/20/2014,cat food
3625,10/17/2014,other vegetables
3487,3/25/2014,whole milk
1729,3/20/2014,other vegetables
2803,3/7/2014,tropical fruit
3692,10/19/2014,citrus fruit
1649,7/29/2014,pork
4015,2/17/2014,canned beer
4427,12/3/2014,frankfurter
4021,10/31/2014,yogurt
1737,8/28/2014,sausage
2320,5/2/2014,cream cheese 
4725,8/31/2014,other vegetables
1697,1/22/2014,sausage
2341,4/17/2014,frankfurter
1180,8/24/2014,citrus fruit
3226,2/26/2014,ham
4288,9/24/2014,soda
2181,4/29/2014,frankfurter
2517,12/5/2014,citrus fruit
2909,1/18/2014,frozen fish
4312,2/4/2014,whole milk
4965,12/23/2014,ham
1224,9/20/2014,sausage
3135,6/21/2014,shopping bags
1914,11/28/2014,cereals
3589,7/9/2014,frozen fish
4274,3/31/2014,whole milk
3395,3/17/2014,soda
4086,11/15/2014,pastry
1033,2/3/2014,frankfurter
2398,7/23/2014,yogurt
3782,9/16/2014,domestic eggs
3109,11/9/2014,sausage
2028,8/22/2014,ham
4963,3/3/2014,other vegetables
1043,3/14/2014,tropical fruit
4303,10/24/2014,whole milk
3282,8/28/2014,sausage
3220,12/13/2014,soda
3297,3/30/2014,tropical fruit
2153,12/14/2014,domestic eggs
1065,12/25/2014,red/blush wine
1126,2/11/2014,rolls/buns
1399,6/2/2014,other vegetables
2602,3/1/2014,frankfurter
2478,2/9/2014,citrus fruit
2645,7/8/2014,dessert
3109,10/14/2014,tropical fruit
3268,1/31/2014,hamburger meat
2556,6/3/2014,soda
3139,6/11/2014,chicken
2971,12/7/2014,rolls/buns
4391,4/6/2014,butter
3322,1/8/2014,pip fruit
1740,8/7/2014,specialty bar
3367,2/27/2014,sausage
3616,11/6/2014,grapes
3736,2/16/2014,semi-finished bread
1795,5/20/2014,domestic eggs
2702,8/9/2014,pastry
4397,8/28/2014,root vegetables
2649,2/18/2014,whole milk
4752,4/3/2014,meat
2028,10/26/2014,canned beer
1128,10/5/2014,frankfurter
1199,3/23/2014,grapes
4986,8/2/2014,candles
3102,9/5/2014,other vegetables
2079,4/11/2014,tropical fruit
1931,3/13/2014,chicken
1176,4/9/2014,soda
3562,11/9/2014,ham
1962,6/14/2014,pork
1782,10/4/2014,frozen vegetables
3493,1/12/2014,beef
4268,10/14/2014,pork
3730,4/17/2014,dessert
1144,7/11/2014,pork
4637,6/12/2014,chicken
1855,9/26/2014,hamburger meat
3022,2/16/2014,chicken
3960,1/23/2014,baking powder
2786,8/30/2014,other vegetables
2550,11/6/2014,curd
1141,8/4/2014,tropical fruit
3226,10/25/2014,rolls/buns
3846,8/25/2014,meat
1282,6/6/2014,soda
3213,12/19/2014,photo/film
3910,2/17/2014,pet care
2533,9/21/2014,other vegetables
3713,12/17/2014,citrus fruit
2131,2/18/2014,citrus fruit
2878,6/13/2014,rolls/buns
2355,1/26/2014,canned beer
3847,7/31/2014,canned beer
3619,12/16/2014,sugar
4980,8/25/2014,meat
1185,9/27/2014,frankfurter
4049,12/23/2014,dishes
2681,4/9/2014,pork
1742,10/20/2014,frankfurter
4594,1/7/2014,other vegetables
3869,5/24/2014,newspapers
1191,10/3/2014,berries
2466,1/28/2014,beef
4857,3/3/2014,whole milk
3087,2/21/2014,citrus fruit
4730,11/26/2014,other vegetables
2120,2/27/2014,root vegetables
2452,2/18/2014,frankfurter
3499,4/4/2014,other vegetables
1731,12/28/2014,sausage
1751,2/27/2014,yogurt
1991,7/14/2014,sausage
4300,1/28/2014,hamburger meat
2009,3/6/2014,pork
1585,9/17/2014,tropical fruit
1604,3/2/2014,rolls/buns
3804,12/27/2014,tropical fruit
4955,3/22/2014,sausage
4826,4/14/2014,hamburger meat
2294,4/7/2014,pip fruit
2857,8/28/2014,beef
4911,7/20/2014,other vegetables
4924,1/31/2014,sausage
1392,12/9/2014,other vegetables
3917,3/4/2014,ham
3032,12/28/2014,frankfurter
1808,11/29/2014,meat
4082,1/7/2014,ham
1673,8/4/2014,citrus fruit
3246,5/21/2014,rolls/buns
1415,5/1/2014,sausage
2555,12/27/2014,root vegetables
4426,1/12/2014,berries
4406,1/20/2014,pork
3514,12/13/2014,meat
4197,9/29/2014,pastry
3206,8/24/2014,long life bakery product
3767,1/30/2014,meat
3761,1/3/2014,meat
3013,7/8/2014,sauces
2454,9/11/2014,pip fruit
4042,1/25/2014,root vegetables
3936,6/8/2014,ham
2943,6/30/2014,hamburger meat
3163,9/11/2014,yogurt
1435,7/12/2014,beef
4174,7/15/2014,citrus fruit
1929,10/11/2014,berries
4462,9/21/2014,frankfurter
3840,6/11/2014,citrus fruit
2946,9/1/2014,onions
4434,8/31/2014,beef
2826,4/9/2014,frankfurter
1376,11/29/2014,pip fruit
1896,7/25/2014,brown bread
4952,2/10/2014,meat
4117,4/24/2014,citrus fruit
1385,2/27/2014,beef
4448,2/21/2014,other vegetables
4622,12/6/2014,chicken
4018,9/27/2014,sausage
3757,12/18/2014,tropical fruit
1816,9/1/2014,soda
3189,8/2/2014,citrus fruit
4581,5/8/2014,coffee
3416,7/13/2014,chicken
2910,1/3/2014,sugar
2720,6/26/2014,turkey
2351,1/1/2014,cleaner
3348,11/18/2014,herbs
2703,9/29/2014,citrus fruit
2612,4/6/2014,citrus fruit
3299,6/9/2014,beef
3722,2/20/2014,sausage
2289,8/17/2014,soda
4656,5/7/2014,liquor
3485,5/21/2014,pork
4114,7/8/2014,chicken
1586,2/5/2014,pip fruit
2815,10/30/2014,beef
4239,8/12/2014,frankfurter
1494,2/13/2014,bottled water
1747,12/17/2014,canned beer
2218,9/25/2014,pip fruit
4959,10/20/2014,pip fruit
2453,7/5/2014,sausage
4502,7/27/2014,hamburger meat
1504,12/1/2014,sausage
4494,4/24/2014,beef
3610,3/18/2014,other vegetables
3617,4/16/2014,pastry
1279,8/25/2014,chicken
2387,11/3/2014,herbs
2912,8/24/2014,beef
3008,9/7/2014,butter
2739,11/7/2014,root vegetables
2038,10/28/2014,beef
3090,11/22/2014,whipped/sour cream
3142,5/5/2014,butter
2962,7/6/2014,root vegetables
4067,4/29/2014,tropical fruit
1307,12/15/2014,hamburger meat
4917,4/21/2014,pork
2157,6/26/2014,beef
3876,8/25/2014,grapes
1917,2/25/2014,frankfurter
4750,11/4/2014,pork
1820,2/24/2014,meat
2226,1/1/2014,sausage
2801,1/23/2014,root vegetables
3569,6/11/2014,sausage
2950,11/18/2014,canned beer
1382,8/5/2014,citrus fruit
1856,10/23/2014,frankfurter
3059,5/3/2014,sausage
1686,5/5/2014,pork
2065,1/3/2014,sausage
1566,1/24/2014,citrus fruit
1197,3/5/2014,whole milk
4557,11/1/2014,tropical fruit
2495,2/24/2014,other vegetables
3739,10/20/2014,rolls/buns
1621,6/18/2014,other vegetables
2435,2/2/2014,sausage
4948,5/23/2014,root vegetables
4531,11/10/2014,pastry
4384,10/22/2014,bottled water
3441,4/20/2014,other vegetables
2880,4/12/2014,tropical fruit
4268,2/22/2014,frankfurter
4901,12/4/2014,pastry
2606,8/22/2014,citrus fruit
4687,8/4/2014,meat
4121,4/19/2014,ice cream
1160,6/2/2014,whole milk
3122,12/25/2014,soda
1847,10/1/2014,canned beer
3402,12/24/2014,roll products 
3349,9/7/2014,tropical fruit
3967,2/20/2014,other vegetables
2808,1/23/2014,other vegetables
1730,8/19/2014,sugar
2664,8/10/2014,chicken
2584,5/18/2014,chicken
2028,10/29/2014,meat
3636,11/19/2014,rolls/buns
3769,1/28/2014,root vegetables
2338,11/3/2014,newspapers
3593,12/4/2014,ham
4432,4/12/2014,sausage
3721,2/20/2014,specialty cheese
4133,8/22/2014,seasonal products
2541,7/5/2014,newspapers
1897,12/9/2014,sausage
3350,5/23/2014,rolls/buns
3311,7/18/2014,whole milk
4864,6/16/2014,sausage
3732,1/18/2014,ice cream
4494,5/26/2014,chicken
2160,7/30/2014,shopping bags
3812,4/30/2014,bottled water
3872,7/28/2014,root vegetables
4257,6/14/2014,sausage
3891,9/13/2014,chicken
1465,1/23/2014,ham
1440,6/1/2014,tropical fruit
4974,7/18/2014,rolls/buns
1282,10/24/2014,other vegetables
1824,8/8/2014,sausage
4195,9/9/2014,berries
4389,10/31/2014,frankfurter
2855,1/17/2014,yogurt
4803,12/30/2014,bottled water
2633,5/16/2014,bottled water
3531,12/26/2014,berries
4721,6/16/2014,pastry
1644,2/28/2014,citrus fruit
1053,5/11/2014,chicken
2464,11/6/2014,sausage
1765,10/21/2014,fruit/vegetable juice
2973,10/26/2014,beverages
4297,2/8/2014,UHT-milk
4364,1/21/2014,turkey
3531,8/25/2014,white wine
4217,3/15/2014,other vegetables
4723,7/11/2014,other vegetables
3161,11/22/2014,sausage
4024,11/21/2014,liver loaf
4969,6/12/2014,butter milk
4762,1/15/2014,pip fruit
2746,4/20/2014,rolls/buns
2972,2/19/2014,frankfurter
3569,5/27/2014,frankfurter
4355,1/13/2014,whole milk
2863,12/3/2014,frankfurter
4740,3/9/2014,dessert
2201,4/2/2014,other vegetables
2645,9/10/2014,oil
3783,4/6/2014,red/blush wine
1440,7/26/2014,rolls/buns
3186,7/24/2014,tropical fruit
1979,7/9/2014,root vegetables
2401,11/5/2014,yogurt
4337,8/28/2014,sausage
2112,6/6/2014,whole milk
1072,6/23/2014,ham
1996,2/2/2014,domestic eggs
1269,4/24/2014,tropical fruit
2341,1/23/2014,root vegetables
2204,6/13/2014,chicken
2729,9/30/2014,pork
3435,10/4/2014,coffee
